ObjectID,SourceName,API10,NewData,Latitude,Longitude,CountyName,MinD_ft,MaxD_ft,MinD_TVDSS,MaxD_TVDSS,SubsurfaceUnit,TOC,TMAX_C,S1,S2,S3,PI,HI,OI,S1+S2,S2/S3,S1/TOC,RoMean,DOMGroup,Lab,Type
4080,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11917.0,11917.0,-8973.0,-8973.0,Barnett,5.68,467,3.08,5.99,0.37,0.34,105.0,7.0,9.07,16.19,54.0,,,SCAL Inc.,core
4081,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11918.0,11918.0,-8974.0,-8974.0,Barnett,5.28,463,3.12,5.56,0.46,0.36,105.0,9.0,8.68,12.09,59.0,,,SCAL Inc.,core
4082,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11930.0,11930.0,-8986.0,-8986.0,Barnett,2.38,459,1.35,2.09,0.34,0.39,88.0,14.0,3.44,6.15,57.0,,,SCAL Inc.,core
4083,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11931.0,11931.0,-8987.0,-8987.0,Barnett,3.23,454,1.88,2.98,0.48,0.39,92.0,15.0,4.86,6.21,58.0,,,SCAL Inc.,core
4084,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11932.0,11932.0,-8988.0,-8988.0,Barnett,2.05,461,1.23,1.97,0.38,0.38,96.0,19.0,3.2,5.18,60.0,,,SCAL Inc.,core
4085,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11939.0,11939.0,-8995.0,-8995.0,Barnett,5.16,469,2.53,5.54,0.32,0.31,107.0,6.0,8.07,17.31,49.0,,,SCAL Inc.,core
4086,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11940.0,11940.0,-8996.0,-8996.0,Barnett,5.38,471,2.74,6.21,0.49,0.31,115.0,9.0,8.95,12.67,51.0,,,SCAL Inc.,core
4087,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11941.0,11941.0,-8997.0,-8997.0,Barnett,2.78,468,1.79,3,0.35,0.37,108.0,13.0,4.79,8.57,64.0,,,SCAL Inc.,core
4088,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11953.0,11953.0,-9009.0,-9009.0,Barnett,5.46,469,2.59,5.74,0.41,0.31,105.0,8.0,8.33,14,47.0,,,SCAL Inc.,core
4089,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11954.0,11954.0,-9010.0,-9010.0,Barnett,5.33,465,2.68,5.89,0.49,0.31,111.0,9.0,8.57,12.02,50.0,,,SCAL Inc.,core
4090,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11955.0,11955.0,-9011.0,-9011.0,Barnett,3.82,463,2.05,3.64,0.48,0.36,95.0,13.0,5.69,7.58,54.0,,,SCAL Inc.,core
4091,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11967.0,11967.0,-9023.0,-9023.0,Barnett,2.45,464,1.56,2.41,0.51,0.39,98.0,21.0,3.97,4.73,64.0,,,SCAL Inc.,core
4092,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11969.0,11969.0,-9025.0,-9025.0,Barnett,3.71,462,2.21,3.96,0.54,0.36,107.0,15.0,6.17,7.33,60.0,,,SCAL Inc.,core
4093,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11969.0,11969.0,-9025.0,-9025.0,Barnett,1.43,456,1.33,1.42,0.56,0.48,99.0,39.0,2.75,2.54,93.0,,,SCAL Inc.,core
4094,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11995.0,11995.0,-9051.0,-9051.0,Barnett,1.81,458,1.29,1.74,0.54,0.43,96.0,30.0,3.03,3.22,71.0,,,SCAL Inc.,core
4095,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11996.0,11996.0,-9052.0,-9052.0,Barnett,2.7,462,1.55,2.77,0.42,0.36,103.0,16.0,4.32,6.6,57.0,,,SCAL Inc.,core
4096,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11997.0,11997.0,-9053.0,-9053.0,Barnett,0.85,453,0.65,0.74,0.35,0.47,87.0,41.0,1.39,2.11,78.0,,,SCAL Inc.,core
4097,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,12007.0,12007.0,-9063.0,-9063.0,Barnett,0.45,451,0.2,0.22,0.47,0.48,49.0,104.0,0.42,0.47,44.0,,,SCAL Inc.,core
4098,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,12008.0,12008.0,-9064.0,-9064.0,Barnett,2.03,459,1.19,2.03,0.34,0.37,100.0,17.0,3.22,5.97,59.0,,,SCAL Inc.,core
4099,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,12009.0,12009.0,-9065.0,-9065.0,Barnett,1.5,454,0.34,0.74,0.49,0.31,49.0,33.0,1.08,1.51,23.0,,,SCAL Inc.,core
4100,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11831.0,11831.0,-8916.0,-8916.0,Barnett,8.17,463,4.4,9.66,0.49,0.31,118.0,6.0,14.06,19.71,54.0,1.07,unknown,Core Laboratories,
4101,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11845.0,11845.0,-8930.0,-8930.0,Barnett,6.42,460,3.75,7.06,0.41,0.35,110.0,6.0,10.81,17.22,58.0,,,Core Laboratories,
4102,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11873.0,11873.0,-8958.0,-8958.0,Barnett,5.22,462,4.35,6.6,0.76,0.4,126.0,15.0,10.95,8.68,83.0,,,Core Laboratories,
4103,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11883.0,11883.0,-8968.0,-8968.0,Barnett,6.36,462,4.01,7.14,0.65,0.36,112.0,10.0,11.15,10.98,63.0,,,Core Laboratories,
4104,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11896.0,11896.0,-8981.0,-8981.0,Barnett,3.48,463,2.41,3.16,0.57,0.43,91.0,16.0,5.57,5.54,69.0,,,Core Laboratories,
4105,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11901.0,11901.0,-8986.0,-8986.0,Barnett,4.67,460,2.82,5.37,0.59,0.34,115.0,13.0,8.19,9.1,60.0,,,Core Laboratories,
4106,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11906.0,11906.0,-8991.0,-8991.0,Barnett,3.64,463,2.65,4.01,0.68,0.4,110.0,19.0,6.66,5.9,73.0,,,Core Laboratories,
4107,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11918.0,11918.0,-9003.0,-9003.0,Barnett,2.07,460,1.72,2.3,0.64,0.43,111.0,31.0,4.02,3.59,83.0,,,Core Laboratories,
4108,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11928.0,11928.0,-9013.0,-9013.0,Barnett,3.16,464,2.26,3.83,0.62,0.37,121.0,20.0,6.09,6.18,72.0,,,Core Laboratories,
4109,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11944.0,11944.0,-9029.0,-9029.0,Barnett,3.34,464,1.97,3.3,0.38,0.37,99.0,11.0,5.27,8.68,59.0,,,Core Laboratories,
4110,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11948.0,11948.0,-9033.0,-9033.0,Barnett,4.35,462,2.93,4.85,0.69,0.38,111.0,16.0,7.78,7.03,67.0,,,Core Laboratories,
4111,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11961.0,11961.0,-9046.0,-9046.0,Barnett,2.25,463,1.58,2.57,0.66,0.38,114.0,29.0,4.15,3.89,70.0,,,Core Laboratories,
4112,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11968.0,11968.0,-9053.0,-9053.0,Barnett,2.38,463,1.86,2.55,0.65,0.42,107.0,27.0,4.41,3.92,78.0,,,Core Laboratories,
4113,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11977.0,11977.0,-9062.0,-9062.0,Barnett,1.44,456,1.0,1.28,0.63,0.44,89.0,44.0,2.28,2.03,69.0,,,Core Laboratories,
4114,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11981.0,11981.0,-9066.0,-9066.0,Barnett,2.98,463,2.07,3.49,0.66,0.37,117.0,22.0,5.56,5.29,69.0,,,Core Laboratories,
4115,Olive_2021,42329383490,Y,32.03,-102.26,MIDLAND,11989.0,11989.0,-9074.0,-9074.0,Barnett,4.49,459,2.68,5.15,0.71,0.34,115.0,16.0,7.83,7.25,60.0,,,Core Laboratories,
4251,Rogers_2017,42329364360,Y,31.99,-102.24,MIDLAND,8987.0,8987.0,-6064.0,-6064.0,Spraberry,3.23,437,2.04,10.57,,0.16,239.0,,12.61,,63.16,0.71,unknown,"SIRT Laboratory at UT Arlington (TOC); China University of Geosciences (RockEval, Ro)",core
4252,Rogers_2017,42329364360,Y,31.99,-102.24,MIDLAND,8995.0,8995.0,-6072.0,-6072.0,Spraberry,0.81,441,0.53,1.41,,0.27,144.0,,1.94,,65.43,0.78,unknown,"SIRT Laboratory at UT Arlington (TOC); China University of Geosciences (RockEval, Ro)",core
4253,Rogers_2017,42329364360,Y,31.99,-102.24,MIDLAND,9009.0,9009.0,-6086.0,-6086.0,Spraberry,0.34,438,0.21,0.27,,0.44,100.0,,0.48,,61.76,0.72,unknown,"SIRT Laboratory at UT Arlington (TOC); China University of Geosciences (RockEval, Ro)",core
4254,Rogers_2017,42329364360,Y,31.99,-102.24,MIDLAND,9209.0,9209.0,-6286.0,-6286.0,Spraberry,2.3,436,0.04,0.03,,0.57,14.0,,0.07,,1.74,0.69,unknown,"SIRT Laboratory at UT Arlington (TOC); China University of Geosciences (RockEval, Ro)",core
